event_id,shipment_id,event_type,event_timestamp,carrier_hub,ingestion_date,attempt_number,attempt_result
8aab640e-1f01-4946-9516-88b36ae3cd01,SHP-ORPHAN-392547,HUB_SCAN,2023-06-25T08:54:57.103549,GTA-HUB-03,2023-06-25,,
604f97de-2918-43b6-8072-259c27c7edc2,SHP-ORPHAN-104532,HUB_SCAN,2017-11-03T12:10:55.851750,ATL-HUB-01,2017-11-03,,
9e3193dc-eea5-4bc7-b93a-148a9e86e7d4,SHP-ORPHAN-564845,HUB_SCAN,2012-09-02T00:39:03.914512,VAN-HUB-01,2012-09-02,,
40f749a6-c8a7-41fb-bc85-692cd3570c28,SHP-ORPHAN-060049,HUB_SCAN,2022-09-06T02:58:12.792942,GTA-HUB-02,2022-09-06,,
9b97701e-71cb-4993-a631-79438b72749b,SHP-ORPHAN-880542,HUB_SCAN,2023-12-27T04:44:56.818190,GTA-HUB-02,2023-12-27,,
0b839c65-02ee-487b-b42f-70f9d2b4e876,SHP-ORPHAN-919949,HUB_SCAN,2012-03-12T00:14:19.232266,EDM-HUB-01,2012-03-12,,
7f7efa40-eef8-4ec8-b96f-e645ee5fea4e,SHP-ORPHAN-892160,HUB_SCAN,2022-07-09T16:03:58.820230,VAN-HUB-02,2022-07-09,,
90e7487a-60cb-4e89-bb24-6bda91f8ae92,SHP-ORPHAN-321274,HUB_SCAN,2017-11-20T23:31:54.449530,ATL-HUB-01,2017-11-20,,
2ce77626-2e74-493b-89d3-3e50b0a7ae3b,SHP-ORPHAN-914011,HUB_SCAN,2024-04-12T20:35:01.139323,GTA-HUB-03,2024-04-12,,
07f39e2b-ee04-4113-b633-3a7c59019f3a,SHP-ORPHAN-834577,HUB_SCAN,2026-05-24T19:47:24.009620,EDM-HUB-01,2026-05-24,,
1eb76df0-367e-4b4b-b743-4c55225bf8ba,SHP-ORPHAN-603337,HUB_SCAN,2017-06-16T16:05:30.555616,CAL-HUB-01,2017-06-16,,
820743e3-c992-4a4b-8045-0196410f59fd,SHP-ORPHAN-675641,HUB_SCAN,2025-03-02T17:50:41.586215,EDM-HUB-01,2025-03-02,,
c0bd7be4-cd0e-42c8-b042-592d2d6a6e23,SHP-ORPHAN-738383,HUB_SCAN,2015-02-06T05:55:21.902915,MTL-HUB-02,2015-02-06,,
ab778e18-b682-4b1c-9b31-9bce41938d48,SHP-ORPHAN-831228,HUB_SCAN,2018-09-02T11:15:57.183321,GTA-HUB-01,2018-09-02,,
363f9ce0-8562-410b-a06b-56ac74944e16,SHP-ORPHAN-040205,HUB_SCAN,2019-05-23T13:08:27.051928,GTA-HUB-01,2019-05-23,,
e56a1279-7075-425c-a24d-6423bcd4775d,SHP-ORPHAN-654266,HUB_SCAN,2023-03-11T13:19:22.967929,EDM-HUB-01,2023-03-11,,
acb185cc-d278-4673-9954-82f871f88dce,SHP-ORPHAN-415566,HUB_SCAN,2021-07-22T12:22:42.314241,MTL-HUB-01,2021-07-22,,
ae6cd94f-d531-43eb-a006-262981d3ba70,SHP-ORPHAN-497610,HUB_SCAN,2016-09-04T20:42:14.114721,ATL-HUB-01,2016-09-04,,
29f91cfa-1d75-48d7-80d6-272149970f0e,SHP-ORPHAN-946680,HUB_SCAN,2019-03-20T19:35:36.468177,GTA-HUB-02,2019-03-20,,
20bb88c1-4e7b-4e27-baca-363a91e9ea2b,SHP-ORPHAN-190309,HUB_SCAN,2026-05-03T23:14:58.298872,ATL-HUB-01,2026-05-03,,
ae23b05b-92df-49a8-a289-2605cf934382,SHP-ORPHAN-206526,HUB_SCAN,2021-08-01T01:15:12.982576,VAN-HUB-01,2021-08-01,,
7d2dbdfa-d70e-41b9-94d7-6f67e61202ba,SHP-ORPHAN-943014,HUB_SCAN,2020-10-02T18:48:56.359935,CAL-HUB-01,2020-10-02,,
f8d77940-55a8-4066-b272-0908dd6e0875,SHP-ORPHAN-070783,HUB_SCAN,2024-10-28T08:13:02.800253,CAL-HUB-01,2024-10-28,,
3705beca-1066-400e-834d-50af6276e11f,SHP-ORPHAN-838183,HUB_SCAN,2015-01-29T15:01:19.986171,MTL-HUB-02,2015-01-29,,
4af2e52f-3c67-4267-9610-1e2754bc087e,SHP-ORPHAN-845782,HUB_SCAN,2020-11-18T23:02:06.274976,GTA-HUB-03,2020-11-18,,
679e88ba-bebe-4df4-9a72-a834ccac6a8f,SHP-ORPHAN-582852,HUB_SCAN,2026-01-18T22:48:58.613201,VAN-HUB-01,2026-01-18,,
d9d306d3-7240-4b71-b06d-058df09b2608,SHP-ORPHAN-995894,HUB_SCAN,2017-07-04T04:19:57.542297,MTL-HUB-02,2017-07-04,,
180c6063-e75d-42c1-8fc3-6d9d0ee85581,SHP-ORPHAN-234649,HUB_SCAN,2023-06-16T13:24:12.139428,EDM-HUB-01,2023-06-16,,
fcad9af7-bd1e-405d-accf-21a737ea7efb,SHP-ORPHAN-070855,HUB_SCAN,2020-01-15T15:43:16.530184,MTL-HUB-02,2020-01-15,,
e449e929-43be-4ca9-8007-76d636d63aad,SHP-ORPHAN-784035,HUB_SCAN,2020-01-26T06:03:11.364488,CAL-HUB-01,2020-01-26,,
e565e45b-033d-415f-83b2-1c87266cde19,SHP-ORPHAN-934854,HUB_SCAN,2014-07-01T14:07:41.459667,CAL-HUB-01,2014-07-01,,
d99c4f05-431e-4e23-b4fc-9170026e7fca,SHP-ORPHAN-939834,HUB_SCAN,2019-07-06T15:39:35.728665,GTA-HUB-02,2019-07-06,,
87001a37-1818-4e53-b542-7163660fea1c,SHP-ORPHAN-977069,HUB_SCAN,2020-11-03T01:36:47.510376,GTA-HUB-01,2020-11-03,,
dea1319a-723f-449d-a505-9f817b3f4d74,SHP-ORPHAN-987781,HUB_SCAN,2023-12-09T08:40:15.683612,EDM-HUB-01,2023-12-09,,
953066a9-9210-4dfc-b731-c699ac15abf4,SHP-ORPHAN-465370,HUB_SCAN,2013-02-27T20:05:28.206495,MTL-HUB-01,2013-02-27,,
0f7eeee7-abe0-411b-bbf8-88e7ee8fb7d0,SHP-ORPHAN-217335,HUB_SCAN,2023-09-19T14:51:27.175407,VAN-HUB-01,2023-09-19,,
28ca7816-8ed5-4aae-b07a-27c0d3c2b7fd,SHP-ORPHAN-532596,HUB_SCAN,2016-08-08T01:14:24.476080,GTA-HUB-01,2016-08-08,,
4b529028-4fd2-4406-a6a8-70c0fad04ed9,SHP-ORPHAN-241553,HUB_SCAN,2014-07-11T04:58:25.688493,ATL-HUB-01,2014-07-11,,
93f9f00d-5e88-4de4-8641-bf21e9843046,SHP-ORPHAN-310211,HUB_SCAN,2026-05-05T20:04:36.956502,MTL-HUB-01,2026-05-05,,
8eae14b0-faeb-4a96-ac39-0659d420d4dd,SHP-ORPHAN-917731,HUB_SCAN,2020-07-06T11:40:15.534938,MTL-HUB-02,2020-07-06,,
907a3e00-d6a3-4f79-9c58-3f4811eb1ca5,SHP-ORPHAN-208547,HUB_SCAN,2022-11-25T01:42:07.777631,GTA-HUB-02,2022-11-25,,
de5201f8-b1b9-4f8f-9da9-586ab3839400,SHP-ORPHAN-400606,HUB_SCAN,2018-08-21T01:06:29.414547,ATL-HUB-01,2018-08-21,,
ec34a954-370f-4604-9461-1a4ffd87ada0,SHP-ORPHAN-548810,HUB_SCAN,2025-05-06T19:13:49.375469,MTL-HUB-01,2025-05-06,,
d3ffdfc9-4769-45a1-b36a-f081fc365c13,SHP-ORPHAN-626070,HUB_SCAN,2016-06-06T19:21:55.711764,GTA-HUB-03,2016-06-06,,
aa661d44-50db-4215-852c-3d27e5cec7fd,SHP-ORPHAN-937026,HUB_SCAN,2012-07-06T09:00:48.805823,GTA-HUB-03,2012-07-06,,
ee303030-3b71-48d1-93d0-9f2466d342b6,SHP-ORPHAN-943542,HUB_SCAN,2025-06-20T02:52:03.035326,EDM-HUB-01,2025-06-20,,
b7804082-cfaf-4612-aa73-62b7a5ade70f,SHP-ORPHAN-684906,HUB_SCAN,2026-03-12T17:45:14.726096,GTA-HUB-02,2026-03-12,,
bd2d2849-e503-4672-b3a7-81c18b7efe2c,SHP-ORPHAN-952313,HUB_SCAN,2013-09-18T14:42:18.569098,EDM-HUB-01,2013-09-18,,
5993d1a6-0ad1-44dd-adc6-ce6d3073d5fd,SHP-ORPHAN-449366,HUB_SCAN,2026-05-19T03:19:10.080449,ATL-HUB-01,2026-05-19,,
48b0a2aa-2648-4c73-b46f-fd68a4b5c0c1,SHP-ORPHAN-168097,HUB_SCAN,2022-08-07T10:26:33.132645,GTA-HUB-03,2022-08-07,,
54afa230-47d5-4989-8661-0a337489013e,SHP-ORPHAN-556318,HUB_SCAN,2017-02-13T19:36:04.891605,VAN-HUB-02,2017-02-13,,
e7938b8a-8f6c-4969-892f-0ca060409417,SHP-ORPHAN-183714,HUB_SCAN,2012-09-21T12:56:46.692227,MTL-HUB-02,2012-09-21,,
45a17bbd-f4f7-44a1-a703-b2f93f6cd5df,SHP-ORPHAN-042848,HUB_SCAN,2017-02-26T21:02:43.844497,MTL-HUB-02,2017-02-26,,
34c08ca6-114f-47be-ba26-4b277525f372,SHP-ORPHAN-264707,HUB_SCAN,2024-08-17T00:46:44.670570,MTL-HUB-01,2024-08-17,,
9a7c0252-a7af-4c78-b5d9-9b5f250f6d2b,SHP-ORPHAN-172453,HUB_SCAN,2013-04-07T13:30:01.094432,MTL-HUB-02,2013-04-07,,
5a24240d-57a2-4bb0-a24a-50ac2f17ef47,SHP-ORPHAN-692029,HUB_SCAN,2023-07-07T10:18:09.100583,MTL-HUB-01,2023-07-07,,
370907d0-e13b-4790-81ee-253a164f4751,SHP-ORPHAN-627594,HUB_SCAN,2021-03-11T11:37:17.556091,MTL-HUB-01,2021-03-11,,
8cebb473-355e-4861-bb22-2f76790c7599,SHP-ORPHAN-155875,HUB_SCAN,2025-08-13T01:24:16.488332,GTA-HUB-02,2025-08-13,,
8e48f34e-3dc8-4444-9086-e645c51fdf66,SHP-ORPHAN-628021,HUB_SCAN,2014-08-19T22:01:55.469650,GTA-HUB-02,2014-08-19,,
8f8d9a91-f71e-4664-95e4-e97ce614ddac,SHP-ORPHAN-505762,HUB_SCAN,2019-09-15T05:18:57.629444,ATL-HUB-01,2019-09-15,,
c967fa9c-6a3a-4ae2-aec3-51961363dce7,SHP-ORPHAN-159980,HUB_SCAN,2021-02-18T23:17:46.052468,VAN-HUB-01,2021-02-18,,
2eef9f39-4d8e-44db-b0a7-3df7dafe7a8a,SHP-ORPHAN-731657,HUB_SCAN,2015-01-19T19:49:09.922403,GTA-HUB-03,2015-01-19,,
679a3c54-d9ae-4e17-b368-23a7774691ae,SHP-ORPHAN-696297,HUB_SCAN,2022-10-16T14:57:43.739360,MTL-HUB-01,2022-10-16,,
992281e2-a6c5-4030-9c98-5379ea1e7df5,SHP-ORPHAN-408025,HUB_SCAN,2018-12-15T15:52:24.094470,ATL-HUB-01,2018-12-15,,
59ce1c5e-4c2f-4017-9e57-2438ba32336b,SHP-ORPHAN-359008,HUB_SCAN,2013-06-27T19:36:20.960729,VAN-HUB-02,2013-06-27,,
a2cb7a64-94f8-4ac4-9626-b3e91d74009c,SHP-ORPHAN-920198,HUB_SCAN,2024-11-15T01:09:16.716434,GTA-HUB-02,2024-11-15,,
96c5109e-b26b-46ee-b4a3-2d556d6f207b,SHP-ORPHAN-868797,HUB_SCAN,2019-10-30T15:59:37.168723,EDM-HUB-01,2019-10-30,,
d2df095c-2d6a-4dcf-9391-299c8cc8325c,SHP-ORPHAN-090438,HUB_SCAN,2019-09-21T18:09:38.107760,ATL-HUB-01,2019-09-21,,
b285bf29-40fc-4952-9e2a-209901a9e452,SHP-ORPHAN-430065,HUB_SCAN,2023-12-25T08:34:19.478813,EDM-HUB-01,2023-12-25,,
cf061f55-6350-4865-a790-8f214133a070,SHP-ORPHAN-424772,HUB_SCAN,2019-12-06T02:18:55.823751,GTA-HUB-03,2019-12-06,,
2671f2f0-b1a4-498a-8dbd-b4083610292a,SHP-ORPHAN-141583,HUB_SCAN,2019-11-24T17:44:34.966279,ATL-HUB-01,2019-11-24,,
cc7966a0-e16f-4e36-aafe-e2d855d2e34c,SHP-ORPHAN-160152,HUB_SCAN,2014-03-10T04:38:45.087357,VAN-HUB-02,2014-03-10,,
1f10c901-82ca-45d3-8f7d-c939b6982f92,SHP-ORPHAN-717993,HUB_SCAN,2025-03-04T04:09:31.690352,MTL-HUB-01,2025-03-04,,
fc00e350-2179-4b2e-9977-c0c64c461090,SHP-ORPHAN-143291,HUB_SCAN,2019-01-04T15:02:42.151600,EDM-HUB-01,2019-01-04,,
fe27b846-556b-4a3c-b126-302869955c9e,SHP-ORPHAN-768906,HUB_SCAN,2023-10-11T08:16:02.170347,MTL-HUB-01,2023-10-11,,
354aa33f-28c1-4e71-ac82-dc74d130e828,SHP-ORPHAN-048497,HUB_SCAN,2023-12-23T14:21:13.227456,ATL-HUB-01,2023-12-23,,
c5528350-5fce-4a3e-8cea-542a5e9c11e6,SHP-ORPHAN-300280,HUB_SCAN,2017-01-01T05:54:16.275983,ATL-HUB-01,2017-01-01,,
44fec784-9a0b-4ece-a26b-0d6f60545443,SHP-ORPHAN-096317,HUB_SCAN,2011-10-08T03:34:02.545348,GTA-HUB-02,2011-10-08,,
b4a70561-ea39-41d9-b93c-11c353790015,SHP-ORPHAN-037537,HUB_SCAN,2022-12-14T07:50:54.676242,VAN-HUB-02,2022-12-14,,
e2955c60-38f3-4c30-baeb-16c23210b012,SHP-ORPHAN-008325,HUB_SCAN,2015-06-03T04:53:00.844350,MTL-HUB-02,2015-06-03,,
becf004c-f422-4ed6-9357-f8f7bf342339,SHP-ORPHAN-668939,HUB_SCAN,2025-07-04T14:29:00.397770,MTL-HUB-02,2025-07-04,,
cd193c36-6e6f-4703-98b5-b6e4f4c17003,SHP-ORPHAN-038683,HUB_SCAN,2015-08-25T12:27:13.570446,GTA-HUB-01,2015-08-25,,
6baadbbd-73f4-4a0a-99b9-231638be77a8,SHP-ORPHAN-569768,HUB_SCAN,2015-08-22T00:31:29.679292,GTA-HUB-01,2015-08-22,,
3993f574-fe31-4ebc-b76a-0f8babd5645b,SHP-ORPHAN-802834,HUB_SCAN,2023-09-13T07:53:06.621602,VAN-HUB-02,2023-09-13,,
57e29cab-7faf-4799-ac8e-0092eb93a385,SHP-ORPHAN-618646,HUB_SCAN,2024-07-02T15:20:27.674549,ATL-HUB-01,2024-07-02,,
3f429b41-a253-46f5-94f5-a6b9c87361a3,SHP-ORPHAN-395804,HUB_SCAN,2012-01-01T17:39:57.446181,GTA-HUB-01,2012-01-01,,
fe3b1df8-2078-4cd3-a710-518129b87989,SHP-ORPHAN-677892,HUB_SCAN,2012-11-25T23:50:13.854074,EDM-HUB-01,2012-11-25,,
6b8c952c-fa26-4d71-b7e5-ccca971382d5,SHP-ORPHAN-995397,HUB_SCAN,2020-01-23T16:19:21.736432,CAL-HUB-01,2020-01-23,,
30d2bc23-2933-467e-b47d-f990ecaf915d,SHP-ORPHAN-524747,HUB_SCAN,2018-05-02T01:34:57.780398,EDM-HUB-01,2018-05-02,,
a02b970a-78d8-48f9-bc42-c9562be29b90,SHP-ORPHAN-055083,HUB_SCAN,2025-03-27T18:56:31.513897,MTL-HUB-02,2025-03-27,,
ab6a76b0-1f97-4899-968a-ff279fe183cb,SHP-ORPHAN-361228,HUB_SCAN,2015-11-05T16:27:13.244605,GTA-HUB-03,2015-11-05,,
77ae86fd-b39d-44c4-be84-2b88a429c9bb,SHP-ORPHAN-186150,HUB_SCAN,2014-06-18T04:21:28.915891,GTA-HUB-03,2014-06-18,,
e568d207-1f80-4cb8-98e9-8e63269f2f0e,SHP-ORPHAN-346127,HUB_SCAN,2022-02-21T11:29:37.343495,EDM-HUB-01,2022-02-21,,
3d7a3229-7502-4d6f-bd9f-b117e64e90df,SHP-ORPHAN-581314,HUB_SCAN,2015-02-24T12:24:19.023912,VAN-HUB-01,2015-02-24,,
0a75741e-d8ad-4e58-b253-2f21380410b6,SHP-ORPHAN-548478,HUB_SCAN,2016-03-21T01:36:46.673350,VAN-HUB-01,2016-03-21,,
8d9e1a76-de8d-40a6-8d53-cb067939fa19,SHP-ORPHAN-427350,HUB_SCAN,2019-06-26T23:54:10.985804,GTA-HUB-01,2019-06-26,,
ad548c6a-9651-45ff-aff6-43aef87aaa8b,SHP-ORPHAN-427669,HUB_SCAN,2019-05-17T12:01:09.329037,GTA-HUB-01,2019-05-17,,
3b4e8e1f-6bd5-475c-af42-9c61a2dde661,SHP-ORPHAN-532692,HUB_SCAN,2025-03-02T12:06:35.973632,GTA-HUB-03,2025-03-02,,
24f04a96-549a-446d-bdec-b192d501c85c,SHP-ORPHAN-737224,HUB_SCAN,2022-03-22T21:29:20.123699,GTA-HUB-01,2022-03-22,,
7752004f-729f-4608-8bb0-04dbc90ea0ff,SHP-ORPHAN-493482,HUB_SCAN,2012-02-22T00:52:25.311367,GTA-HUB-03,2012-02-22,,
8045b2c8-4328-4b1a-b60b-f95a05ac2b43,SHP-ORPHAN-159412,HUB_SCAN,2026-03-13T03:29:43.866903,ATL-HUB-01,2026-03-13,,
d5e5de1d-be62-42bc-8edf-adc96af8d043,SHP-ORPHAN-557726,HUB_SCAN,2013-07-13T14:18:42.017939,MTL-HUB-01,2013-07-13,,
a6d9e082-ec6a-49a5-a10e-79d6afcf2d89,SHP-ORPHAN-928963,HUB_SCAN,2014-04-11T16:51:27.822570,CAL-HUB-01,2014-04-11,,
e685e6a1-f17d-47f1-acd9-95528d6ff308,SHP-ORPHAN-472335,HUB_SCAN,2018-10-23T20:48:23.213131,EDM-HUB-01,2018-10-23,,
56527f7f-e52a-4937-aca7-9084646851e1,SHP-ORPHAN-857614,HUB_SCAN,2020-08-14T23:32:46.745990,VAN-HUB-01,2020-08-14,,
740dbbd8-e72a-4e5b-9ce9-3e65f929cedf,SHP-ORPHAN-271619,HUB_SCAN,2016-10-24T00:06:24.805566,CAL-HUB-01,2016-10-24,,
6af2753b-5bc5-43e8-9cb5-1c32897fba06,SHP-ORPHAN-347950,HUB_SCAN,2013-04-24T23:28:04.356032,VAN-HUB-01,2013-04-24,,
91c86e94-c772-4464-847c-67f86a0021e9,SHP-ORPHAN-492796,HUB_SCAN,2011-11-13T20:06:12.440764,ATL-HUB-01,2011-11-13,,
d76744a7-823f-470d-9acf-1c5791d7b461,SHP-ORPHAN-036836,HUB_SCAN,2019-02-27T07:04:01.780083,GTA-HUB-01,2019-02-27,,
9407bf59-669f-4630-a639-8a1c250dedf0,SHP-ORPHAN-193014,HUB_SCAN,2023-12-04T15:10:00.435247,ATL-HUB-01,2023-12-04,,
1a2a12fb-30d7-440d-aa3b-5ff5e27e2796,SHP-ORPHAN-174217,HUB_SCAN,2015-03-11T14:41:36.150360,GTA-HUB-03,2015-03-11,,
566f0a34-bcf1-4753-a3d5-855e488b326a,SHP-ORPHAN-393092,HUB_SCAN,2023-05-19T06:12:34.569581,MTL-HUB-02,2023-05-19,,
fa2b429d-5882-4094-be29-4bc7de9ab625,SHP-ORPHAN-656117,HUB_SCAN,2023-09-20T02:41:44.108943,GTA-HUB-02,2023-09-20,,
747a6789-9beb-47db-9743-9bd2078244a0,SHP-ORPHAN-315074,HUB_SCAN,2018-11-21T19:35:14.659062,MTL-HUB-01,2018-11-21,,
da2e7eae-cf1b-4e80-b6dd-7df775a7dab7,SHP-ORPHAN-179135,HUB_SCAN,2014-03-11T22:46:35.615806,GTA-HUB-01,2014-03-11,,
de0fe1db-bc7c-4e93-981b-9c7c0a40a294,SHP-ORPHAN-029261,HUB_SCAN,2023-04-25T21:56:53.713015,GTA-HUB-02,2023-04-25,,
361c8d81-b3a3-4321-b4ee-db6f27c352d7,SHP-ORPHAN-941328,HUB_SCAN,2025-02-15T01:28:08.679992,CAL-HUB-01,2025-02-15,,
86e93ce6-9d79-46dd-9295-1744a80018a5,SHP-ORPHAN-633147,HUB_SCAN,2018-08-19T17:09:27.102194,ATL-HUB-01,2018-08-19,,
0532537f-6d4c-432b-b917-6ce004309f04,SHP-ORPHAN-958822,HUB_SCAN,2012-01-12T19:58:50.560092,GTA-HUB-01,2012-01-12,,
666b87bd-b9f7-4c47-8768-e4446e1cb423,SHP-ORPHAN-386985,HUB_SCAN,2013-11-11T06:34:40.323859,VAN-HUB-01,2013-11-11,,
14267052-33b9-4428-8b79-5e4874324588,SHP-ORPHAN-274429,HUB_SCAN,2020-03-11T13:28:27.079933,MTL-HUB-01,2020-03-11,,
8fb933d1-fb7b-4a51-a2f1-440cda796d21,SHP-ORPHAN-914571,HUB_SCAN,2019-05-13T15:32:16.851720,MTL-HUB-02,2019-05-13,,
bfd1a8e4-d7d5-4c6f-95ca-a8d4dd5b0e15,SHP-ORPHAN-690304,HUB_SCAN,2024-02-08T16:26:04.519688,GTA-HUB-01,2024-02-08,,
ac7800cf-3cfa-4413-9cd6-77fc58a002bd,SHP-ORPHAN-301969,HUB_SCAN,2021-04-21T14:38:27.924745,MTL-HUB-01,2021-04-21,,
b323a685-8cbf-48c5-99e9-8b465d84d68d,SHP-ORPHAN-517617,HUB_SCAN,2016-05-02T13:37:31.605170,GTA-HUB-02,2016-05-02,,
57f69e21-98cc-42c2-8bbf-a4bc3f843ad6,SHP-ORPHAN-933147,HUB_SCAN,2026-05-15T11:13:28.402613,MTL-HUB-02,2026-05-15,,
3a806bbd-db67-437a-9a86-41700ee298fb,SHP-ORPHAN-587337,HUB_SCAN,2013-01-12T14:25:35.457752,VAN-HUB-01,2013-01-12,,
329777ef-edac-438c-8998-85744fc2b18e,SHP-ORPHAN-961907,HUB_SCAN,2015-04-14T23:53:58.345554,GTA-HUB-03,2015-04-14,,
f1d1d55c-dfc4-4832-8ca2-ac5f2fbb7766,SHP-ORPHAN-110447,HUB_SCAN,2020-02-11T12:16:10.951284,MTL-HUB-01,2020-02-11,,
105777f4-9494-49b2-9fe0-9010a7d7713d,SHP-ORPHAN-043367,HUB_SCAN,2012-12-27T21:41:42.660252,VAN-HUB-01,2012-12-27,,
41905d73-d012-4003-815a-0cfb788c6ecf,SHP-ORPHAN-058737,HUB_SCAN,2019-07-07T22:43:02.670416,GTA-HUB-01,2019-07-07,,
eec38e93-0b1c-41bc-9341-8c1e084f8074,SHP-ORPHAN-598610,HUB_SCAN,2021-05-16T15:53:31.371430,CAL-HUB-01,2021-05-16,,
c923350c-ba57-4d4e-bdcf-b4d6d7a4918b,SHP-ORPHAN-297910,HUB_SCAN,2024-12-30T14:32:45.390184,VAN-HUB-02,2024-12-30,,
9a701d2e-8b2e-4f83-91e9-ab19186dda89,SHP-ORPHAN-402730,HUB_SCAN,2017-07-05T16:20:37.256258,ATL-HUB-01,2017-07-05,,
aa67f21e-c839-4432-8dc9-37bfd0bbea13,SHP-ORPHAN-401997,HUB_SCAN,2022-10-05T08:59:44.709153,VAN-HUB-02,2022-10-05,,
