event_id,shipment_id,event_type,event_timestamp,carrier_hub,ingestion_date,attempt_number,attempt_result,booking_timestamp,promised_delivery_date,region,customer_type,service_tier,is_guaranteed,weight_kg
96e85229-9e65-4549-8ff5-4cd3a1d505e9,SHP-01065979,DELIVERY_ATTEMPT,2026-07-13T23:15:54.210818,GTA-HUB-03,2026-07-13,2.0,SUCCESS,,,,,,,
1f279de8-29b7-48fb-84c3-d2e08235e3c8,SHP-01065980,PICKUP,2026-07-14T08:53:56.330018,MTL-HUB-01,2026-07-14,,,,,,,,,
c7be79e4-ea55-4bce-8bf7-b792edb50a3b,SHP-01065980,HUB_SCAN,2026-07-14T13:04:38.913212,MTL-HUB-01,2026-07-14,,,,,,,,,
ca032d8a-5e99-4c61-8b1f-4362ea8730fc,SHP-01065980,DELIVERY_ATTEMPT,2026-07-15T01:59:01.004351,MTL-HUB-01,2026-07-15,1.0,FAILED_NO_ONE_HOME,,,,,,,
0be8a12c-7e45-434d-a1ce-0b9aafbff978,SHP-01066000,DELIVERY_ATTEMPT,2026-07-14T01:16:59.770450,VAN-HUB-01,2026-07-14,2.0,SUCCESS,,,,,,,
ab21fe95-8118-4354-b1ee-619d997cca74,SHP-01066003,DELIVERY_ATTEMPT,2026-07-13T21:41:14.835657,GTA-HUB-03,2026-07-13,2.0,SUCCESS,,,,,,,
3ee5f712-c719-400b-9687-ce737b2ce788,SHP-01066008,DELIVERY_ATTEMPT,2026-07-14T15:27:08.725535,VAN-HUB-02,2026-07-14,2.0,SUCCESS,,,,,,,
0cbfe528-8057-4c6b-b7e3-de4043d6bce2,SHP-01066009,DELIVERY_ATTEMPT,2026-07-13T20:06:38.922347,GTA-HUB-02,2026-07-13,2.0,SUCCESS,,,,,,,
83d7dc8b-03f7-4d16-ae64-3ba5b50487f4,SHP-01066018,DELIVERY_ATTEMPT,2026-07-14T11:05:34.131911,EDM-HUB-01,2026-07-14,2.0,SUCCESS,,,,,,,
8fecef44-5382-404f-8914-ec2de015528e,SHP-01066025,DELIVERY_ATTEMPT,2026-07-14T20:28:07.107573,VAN-HUB-02,2026-07-14,1.0,SUCCESS,,,,,,,
5a67b71f-8879-43dd-aea4-43ecac990dd3,SHP-01066028,DELIVERY_ATTEMPT,2026-07-13T20:02:00.700183,MTL-HUB-01,2026-07-13,2.0,SUCCESS,,,,,,,
7d7b6e57-4ae6-4c1b-b3f5-cc49ef750fc2,SHP-01066033,DELIVERY_ATTEMPT,2026-07-14T19:44:07.713963,GTA-HUB-01,2026-07-14,2.0,SUCCESS,,,,,,,
524a7702-5fe8-4a10-9229-935c3df2d715,SHP-01066034,DELIVERY_ATTEMPT,2026-07-14T07:00:39.834922,MTL-HUB-01,2026-07-14,2.0,SUCCESS,,,,,,,
00016554-6039-4415-b7ba-c496db80b1fe,SHP-01066054,DELIVERY_ATTEMPT,2026-07-14T01:57:19.290410,VAN-HUB-02,2026-07-14,2.0,SUCCESS,,,,,,,
db1b64d3-a77a-4410-aeb5-7274b801ad17,SHP-01066056,DELIVERY_ATTEMPT,2026-07-14T10:38:26.135380,ATL-HUB-01,2026-07-14,2.0,SUCCESS,,,,,,,
559de984-5049-48e7-af2a-ce41e28d2345,SHP-01066058,PICKUP,2026-07-13T23:31:25.660885,VAN-HUB-01,2026-07-13,,,,,,,,,
31f988c1-ce1f-4ffe-9d20-7ebeb2a17d9c,SHP-01066058,HUB_SCAN,2026-07-14T09:01:58.475798,VAN-HUB-01,2026-07-14,,,,,,,,,
bd0cafa5-79f7-45d3-af2f-1dcb4cf3b972,SHP-01066058,DELIVERY_ATTEMPT,2026-07-14T22:55:28.169901,VAN-HUB-01,2026-07-14,1.0,SUCCESS,,,,,,,
7369465d-0831-4ab0-a65b-4561454b2f28,SHP-01066061,DELIVERY_ATTEMPT,2026-07-14T10:23:22.981880,CAL-HUB-01,2026-07-14,2.0,SUCCESS,,,,,,,
31bf8c6c-762c-4c1d-b5f4-66d23c7b45d2,SHP-01066062,DELIVERY_ATTEMPT,2026-07-14T00:05:29.911392,EDM-HUB-01,2026-07-14,2.0,SUCCESS,,,,,,,
3b80a6d6-0330-4b35-acb9-5902eeab21d7,SHP-01066074,DELIVERY_ATTEMPT,2026-07-14T14:03:17.383816,MTL-HUB-01,2026-07-14,2.0,SUCCESS,,,,,,,
0da89989-f572-430c-9ad4-86b41526d9e8,SHP-01066076,DELIVERY_ATTEMPT,2026-07-14T04:52:56.203222,VAN-HUB-01,2026-07-14,2.0,SUCCESS,,,,,,,
06560946-cfed-4d63-92c3-f5e346688f8d,SHP-01066077,DELIVERY_ATTEMPT,2026-07-14T11:57:23.947431,EDM-HUB-01,2026-07-14,2.0,SUCCESS,,,,,,,
add39b6a-5374-4592-9b68-b0547a52a91b,SHP-01066082,DELIVERY_ATTEMPT,2026-07-14T13:38:26.796640,GTA-HUB-02,2026-07-14,2.0,SUCCESS,,,,,,,
91695266-e03c-495a-83bd-7572a96a2554,SHP-01066085,DELIVERY_ATTEMPT,2026-07-14T02:19:41.866199,GTA-HUB-02,2026-07-14,2.0,SUCCESS,,,,,,,
dc0be84f-85ed-4ab6-ab8d-1c3a2595829d,SHP-01066095,DELIVERY_ATTEMPT,2026-07-13T23:15:49.682073,MTL-HUB-02,2026-07-13,2.0,SUCCESS,,,,,,,
61ad1ebf-7c95-4798-94da-b358e7c2c019,SHP-01066102,DELIVERY_ATTEMPT,2026-07-14T00:29:35.165483,MTL-HUB-01,2026-07-14,2.0,SUCCESS,,,,,,,
d114193f-b2d4-4631-aeb7-ede414d4c713,SHP-01066104,DELIVERY_ATTEMPT,2026-07-14T11:57:47.097804,MTL-HUB-01,2026-07-14,2.0,SUCCESS,,,,,,,
037a9c9f-b420-4e8f-9241-595606fbcd1f,SHP-01066106,DELIVERY_ATTEMPT,2026-07-14T06:02:13.929036,GTA-HUB-03,2026-07-14,2.0,SUCCESS,,,,,,,
e01c4053-616c-4d0e-9693-365fa603be79,SHP-01066110,DELIVERY_ATTEMPT,2026-07-14T12:04:38.800978,VAN-HUB-02,2026-07-14,2.0,SUCCESS,,,,,,,
3a7e19fa-70d3-4107-96e1-59061f1b2d36,SHP-01066114,DELIVERY_ATTEMPT,2026-07-14T06:39:09.591804,GTA-HUB-03,2026-07-14,2.0,SUCCESS,,,,,,,
a53b684d-8b28-4bec-acaa-e99a8e79772c,SHP-01066120,DELIVERY_ATTEMPT,2026-07-13T21:43:39.323608,GTA-HUB-03,2026-07-13,2.0,SUCCESS,,,,,,,
b4a1c93e-c910-4088-b9e3-9790d963cea2,SHP-01066122,DELIVERY_ATTEMPT,2026-07-14T10:53:28.526597,GTA-HUB-02,2026-07-14,2.0,SUCCESS,,,,,,,
a62b7685-462e-41e4-87fb-fabdfa62ac01,SHP-01066124,DELIVERY_ATTEMPT,2026-07-14T20:13:50.325460,EDM-HUB-01,2026-07-14,1.0,FAILED_NO_ACCESS,,,,,,,
59ab8717-e2fb-443c-b7aa-52121e7cf9ef,SHP-01066127,DELIVERY_ATTEMPT,2026-07-14T06:49:27.625803,GTA-HUB-02,2026-07-14,2.0,SUCCESS,,,,,,,
119c12f2-5444-4f64-8d51-d620605568ae,SHP-01066141,DELIVERY_ATTEMPT,2026-07-14T06:25:27.653574,VAN-HUB-02,2026-07-14,2.0,SUCCESS,,,,,,,
53719c11-1624-4d1f-ae3e-dde73a9f95d3,SHP-01066143,DELIVERY_ATTEMPT,2026-07-14T04:52:36.239455,CAL-HUB-01,2026-07-14,2.0,SUCCESS,,,,,,,
1a203ebf-dbd4-4607-b89c-6d878d00bc0c,SHP-01066150,DELIVERY_ATTEMPT,2026-07-14T14:49:05.219978,GTA-HUB-03,2026-07-14,2.0,SUCCESS,,,,,,,
a707d2b4-0622-4c57-b4b5-b467865f98a0,SHP-01066151,DELIVERY_ATTEMPT,2026-07-14T01:16:22.308776,VAN-HUB-01,2026-07-14,2.0,SUCCESS,,,,,,,
db6c4082-bd03-4972-b723-046f4ce71836,SHP-01066155,DELIVERY_ATTEMPT,2026-07-14T04:40:59.551565,CAL-HUB-01,2026-07-14,1.0,SUCCESS,,,,,,,
786e7d3b-3acd-45ec-ac36-004486167c7e,SHP-01066158,DELIVERY_ATTEMPT,2026-07-14T03:41:53.321016,GTA-HUB-02,2026-07-14,2.0,SUCCESS,,,,,,,
6733eaae-8e91-488c-9b2b-46424606bfc6,SHP-01066160,DELIVERY_ATTEMPT,2026-07-13T20:27:12.099394,MTL-HUB-01,2026-07-13,2.0,SUCCESS,,,,,,,
09eb98c6-bbe2-4f76-8317-17eaa10c90da,SHP-01066171,DELIVERY_ATTEMPT,2026-07-14T08:21:27.993153,GTA-HUB-03,2026-07-14,2.0,SUCCESS,,,,,,,
2ccffb04-d093-4d1c-b87c-87902f2db89a,SHP-01066172,DELIVERY_ATTEMPT,2026-07-15T02:18:04.777686,GTA-HUB-03,2026-07-15,3.0,SUCCESS,,,,,,,
51b7b340-e767-40ef-95d4-da5aaf2e29d3,SHP-01066177,PICKUP,2026-07-13T20:44:41.089683,GTA-HUB-02,2026-07-13,,,,,,,,,
ad399cc9-aa05-4d0c-bf97-3fd8e198527e,SHP-01066177,HUB_SCAN,2026-07-14T05:16:09.141310,GTA-HUB-02,2026-07-14,,,,,,,,,
32a565f9-2b97-44d3-afab-3ff28c2d757d,SHP-01066177,DELIVERY_ATTEMPT,2026-07-15T10:09:42.008924,GTA-HUB-02,2026-07-15,1.0,SUCCESS,,,,,,,
e3ec30f5-dc90-4356-85b2-5a0a6a610a0f,SHP-01066180,DELIVERY_ATTEMPT,2026-07-14T00:21:02.704413,MTL-HUB-02,2026-07-14,2.0,SUCCESS,,,,,,,
ddbdd7bf-3d7b-4ace-8ab2-94e9fd6c2fc3,SHP-01066194,DELIVERY_ATTEMPT,2026-07-14T05:38:18.857710,MTL-HUB-01,2026-07-14,2.0,SUCCESS,,,,,,,
924b6ce4-8e34-4d0b-bd40-db4e70883ca4,SHP-01066203,DELIVERY_ATTEMPT,2026-07-13T22:01:53.783491,ATL-HUB-01,2026-07-13,2.0,SUCCESS,,,,,,,
621a0701-4323-4b0f-92c3-1d395e16ed7e,SHP-01066209,DELIVERY_ATTEMPT,2026-07-14T05:28:59.456814,MTL-HUB-01,2026-07-14,2.0,SUCCESS,,,,,,,
d9954912-ec09-48b4-8a19-34cf12978d89,SHP-01066216,DELIVERY_ATTEMPT,2026-07-13T22:17:04.727422,VAN-HUB-02,2026-07-13,2.0,SUCCESS,,,,,,,
dd69d964-4104-439b-b1a9-0ae1d80b7a8e,SHP-01066232,DELIVERY_ATTEMPT,2026-07-14T17:03:02.347048,CAL-HUB-01,2026-07-14,2.0,SUCCESS,,,,,,,
33e078de-0ba2-472b-afea-ca8ac878e302,SHP-01066235,DELIVERY_ATTEMPT,2026-07-13T22:20:29.853243,VAN-HUB-02,2026-07-13,2.0,SUCCESS,,,,,,,
db5d468d-3349-47c5-bcac-496ac0b296fc,SHP-01066238,DELIVERY_ATTEMPT,2026-07-13T20:14:44.841203,VAN-HUB-01,2026-07-13,2.0,FAILED_NO_ACCESS,,,,,,,
3913a440-7dfb-4379-8198-13e1df752889,SHP-01066238,DELIVERY_ATTEMPT,2026-07-14T23:17:55.849923,VAN-HUB-01,2026-07-14,3.0,SUCCESS,,,,,,,
1a2a5a97-81ff-4a9f-a240-6dd58f1b1134,SHP-01066241,DELIVERY_ATTEMPT,2026-07-14T18:43:53.712194,MTL-HUB-01,2026-07-14,2.0,FAILED_NO_ONE_HOME,,,,,,,
9fae3765-e28c-4844-a581-f3bfd0e3d081,SHP-01066241,DELIVERY_ATTEMPT,2026-07-16T03:12:29.917886,MTL-HUB-01,2026-07-16,3.0,SUCCESS,,,,,,,
e91e7134-a2a9-490b-8308-bcb49b841270,SHP-01066251,PICKUP,2026-07-14T08:06:43.160889,VAN-HUB-02,2026-07-14,,,,,,,,,
0876353e-ac9f-45bc-98ee-27e1713f5e39,SHP-01066251,HUB_SCAN,2026-07-14T13:52:46.839973,VAN-HUB-02,2026-07-14,,,,,,,,,
2b52e0c2-973c-4501-9118-b88bf67abddc,SHP-01066251,DELIVERY_ATTEMPT,2026-07-15T12:03:09.430358,VAN-HUB-02,2026-07-15,1.0,FAILED_NO_ONE_HOME,,,,,,,
6c6f66ca-28ba-4eb8-868a-b0b4661a59ee,SHP-01066257,DELIVERY_ATTEMPT,2026-07-14T12:54:38.883909,MTL-HUB-01,2026-07-14,2.0,SUCCESS,,,,,,,
cda29f13-d98c-4c13-99da-9235aef30b86,SHP-01066272,DELIVERY_ATTEMPT,2026-07-14T12:01:22.353293,ATL-HUB-01,2026-07-14,2.0,FAILED_NO_ONE_HOME,,,,,,,
f938b589-7079-44f6-8fa6-9196fdcadff3,SHP-01066272,DELIVERY_ATTEMPT,2026-07-15T21:16:30.822390,ATL-HUB-01,2026-07-15,3.0,SUCCESS,,,,,,,
4e19f4bb-50fd-4feb-8464-66de24d54eba,SHP-01066273,DELIVERY_ATTEMPT,2026-07-13T23:07:44.916367,EDM-HUB-01,2026-07-13,1.0,SUCCESS,,,,,,,
190137db-b17a-49f0-bfd2-a4929c24b972,SHP-01066274,DELIVERY_ATTEMPT,2026-07-14T01:16:49.865173,GTA-HUB-02,2026-07-14,1.0,SUCCESS,,,,,,,
0ac718eb-15dc-46b8-b796-ded921d3c55a,SHP-01066278,DELIVERY_ATTEMPT,2026-07-13T23:38:38.058262,CAL-HUB-01,2026-07-13,1.0,SUCCESS,,,,,,,
edda99b3-0b41-4e46-9598-07fda6b2e68e,SHP-01066279,PICKUP,2026-07-15T21:10:57.745221,VAN-HUB-01,2026-07-15,,,,,,,,,
ab887bfa-a73d-4305-a278-26ca39511f85,SHP-01066279,HUB_SCAN,2026-07-16T05:27:30.982227,VAN-HUB-01,2026-07-16,,,,,,,,,
0a5330a8-416c-42e4-927e-9ba411190830,SHP-01066279,DELIVERY_ATTEMPT,2026-07-17T06:23:41.093328,VAN-HUB-01,2026-07-17,1.0,SUCCESS,,,,,,,
940d535c-f3b7-4412-8e4e-fdca2806b569,SHP-01066281,DELIVERY_ATTEMPT,2026-07-14T08:06:30.266834,CAL-HUB-01,2026-07-14,1.0,FAILED_NO_ONE_HOME,,,,,,,
7992ac09-2b7a-4820-864b-32ab95e4189d,SHP-01066281,DELIVERY_ATTEMPT,2026-07-15T08:15:44.834334,CAL-HUB-01,2026-07-15,2.0,SUCCESS,,,,,,,
f2eb32d9-8c0c-47e2-b79d-410ab2019c5c,SHP-01066283,DELIVERY_ATTEMPT,2026-07-14T05:52:48.065949,GTA-HUB-02,2026-07-14,1.0,SUCCESS,,,,,,,
ad72fd6b-3210-44a1-98dc-d3aa5e6e5f5b,SHP-01066284,DELIVERY_ATTEMPT,2026-07-14T02:00:32.852952,ATL-HUB-01,2026-07-14,1.0,SUCCESS,,,,,,,
ff10bd15-b931-4104-8bfc-ab67f4c0dc97,SHP-01066285,DELIVERY_ATTEMPT,2026-07-14T12:08:22.233599,VAN-HUB-02,2026-07-14,1.0,SUCCESS,,,,,,,
b68e3a4c-b67f-402b-bd5d-655c4748e8fb,SHP-01066286,DELIVERY_ATTEMPT,2026-07-14T17:06:00.762148,GTA-HUB-03,2026-07-14,2.0,FAILED_NO_ONE_HOME,,,,,,,
5d9b63bb-fdaa-40f3-8785-b882a617bdb9,SHP-01066286,DELIVERY_ATTEMPT,2026-07-15T18:18:37.287725,GTA-HUB-03,2026-07-15,3.0,SUCCESS,,,,,,,
3a17f8ef-d926-4426-9dfa-bfdb4ef35a2a,SHP-01066287,DELIVERY_ATTEMPT,2026-07-14T02:40:20.556460,VAN-HUB-01,2026-07-14,1.0,FAILED_NO_ACCESS,,,,,,,
023de0f1-e585-47d1-8134-0507e860c605,SHP-01066289,DELIVERY_ATTEMPT,2026-07-14T14:24:17.135511,MTL-HUB-02,2026-07-14,1.0,SUCCESS,,,,,,,
41c200b5-0ff0-4356-ada4-6d138c6c80fb,SHP-01066290,PICKUP,2026-07-15T10:50:29.097824,EDM-HUB-01,2026-07-15,,,,,,,,,
6950ebc6-f8ee-4382-98b3-8f66dc6997d8,SHP-01066290,HUB_SCAN,2026-07-15T16:03:37.724683,EDM-HUB-01,2026-07-15,,,,,,,,,
f570e771-13b0-4279-ba08-4d3e19f13c3b,SHP-01066290,DELIVERY_ATTEMPT,2026-07-16T05:14:38.547338,EDM-HUB-01,2026-07-16,1.0,SUCCESS,,,,,,,
898b706e-6c38-4e6e-a09e-96f24141a8cc,SHP-01066291,DELIVERY_ATTEMPT,2026-07-14T03:17:08.314147,MTL-HUB-01,2026-07-14,1.0,SUCCESS,,,,,,,
c840b3d1-9057-4609-91e5-81a20dc8e887,SHP-01066292,DELIVERY_ATTEMPT,2026-07-13T22:03:17.617709,VAN-HUB-01,2026-07-13,1.0,FAILED_NO_ONE_HOME,,,,,,,
fb7ba38c-2480-4c57-a991-b801273592b5,SHP-01066293,DELIVERY_ATTEMPT,2026-07-14T18:28:54.701407,ATL-HUB-01,2026-07-14,2.0,SUCCESS,,,,,,,
7fb71136-7c25-43bb-9252-544e0f3832a8,SHP-01066294,DELIVERY_ATTEMPT,2026-07-14T00:37:11.941055,GTA-HUB-03,2026-07-14,1.0,FAILED_NO_ONE_HOME,,,,,,,
eec8abc4-1440-4fee-908e-a5f24ffa3142,SHP-01066296,DELIVERY_ATTEMPT,2026-07-14T08:54:56.046263,MTL-HUB-01,2026-07-14,2.0,SUCCESS,,,,,,,
c09bf507-ce2f-44e3-bec7-494f9651865d,SHP-01066297,DELIVERY_ATTEMPT,2026-07-14T02:06:22.534912,MTL-HUB-01,2026-07-14,1.0,SUCCESS,,,,,,,
593d1f50-3719-4133-b7f5-975d39c32abc,SHP-01066298,DELIVERY_ATTEMPT,2026-07-14T17:54:24.960623,GTA-HUB-01,2026-07-14,2.0,SUCCESS,,,,,,,
41281dc7-d3de-40fc-b5a1-5a0cbea0072b,SHP-01066299,DELIVERY_ATTEMPT,2026-07-14T11:32:54.793655,GTA-HUB-01,2026-07-14,1.0,SUCCESS,,,,,,,
4e25a7ad-2a79-46b8-9d61-e98fbd922673,SHP-01066300,DELIVERY_ATTEMPT,2026-07-14T09:03:08.021269,MTL-HUB-01,2026-07-14,1.0,FAILED_NO_ONE_HOME,,,,,,,
9d8ded6a-6089-4c55-bdad-252309f8375e,SHP-01066302,DELIVERY_ATTEMPT,2026-07-14T00:41:30.537656,ATL-HUB-01,2026-07-14,1.0,FAILED_NO_ONE_HOME,,,,,,,
b48da158-0a5c-4607-96a7-829511a674aa,SHP-01066302,DELIVERY_ATTEMPT,2026-07-15T01:14:54.648050,ATL-HUB-01,2026-07-15,2.0,SUCCESS,,,,,,,
1b09774b-55b4-46e0-9474-2e7bf7097603,SHP-01066304,DELIVERY_ATTEMPT,2026-07-14T09:08:47.240048,VAN-HUB-01,2026-07-14,1.0,FAILED_NO_ONE_HOME,,,,,,,
ec902553-d06b-4362-927e-e3692e0f56f4,SHP-01066305,DELIVERY_ATTEMPT,2026-07-13T20:07:32.479455,GTA-HUB-02,2026-07-13,1.0,SUCCESS,,,,,,,
50c3caaa-41e2-4771-a1f9-13b0bdab732b,SHP-01066307,DELIVERY_ATTEMPT,2026-07-14T21:49:03.808456,GTA-HUB-03,2026-07-14,2.0,SUCCESS,,,,,,,
d2d162ed-bcad-4034-9024-bc8578f521a6,SHP-01066311,DELIVERY_ATTEMPT,2026-07-13T22:53:00.529052,GTA-HUB-03,2026-07-13,1.0,SUCCESS,,,,,,,
7c310ff0-ab83-40c3-9e58-5ac167edab4e,SHP-01066313,PICKUP,2026-07-15T06:01:19.361024,GTA-HUB-03,2026-07-15,,,,,,,,,
20a0887b-275c-42a9-949b-acba84e8fc60,SHP-01066313,HUB_SCAN,2026-07-15T10:51:48.585364,GTA-HUB-03,2026-07-15,,,,,,,,,
ec58b6d8-3dd5-4810-be62-6ad0798c0e58,SHP-01066313,DELIVERY_ATTEMPT,2026-07-16T06:56:27.117138,GTA-HUB-03,2026-07-16,1.0,SUCCESS,,,,,,,
675e58f8-9606-4815-b5b6-eec5ad8744cf,SHP-01066317,DELIVERY_ATTEMPT,2026-07-14T04:10:18.222154,MTL-HUB-01,2026-07-14,1.0,SUCCESS,,,,,,,
33274b05-a593-40f9-a524-08e73d1e05e8,SHP-01066318,DELIVERY_ATTEMPT,2026-07-14T01:36:20.387125,VAN-HUB-02,2026-07-14,1.0,FAILED_NO_ONE_HOME,,,,,,,
a4287e8a-6d85-4aba-97e2-1c52a71b9717,SHP-01066322,DELIVERY_ATTEMPT,2026-07-13T20:13:24.272251,CAL-HUB-01,2026-07-13,1.0,SUCCESS,,,,,,,
1bdb2a6a-c22c-465b-875c-0c17df194e28,SHP-01066325,DELIVERY_ATTEMPT,2026-07-14T07:25:52.120290,EDM-HUB-01,2026-07-14,1.0,SUCCESS,,,,,,,
0ea36e50-c0ca-469d-98f3-631e7c9c8f10,SHP-01066326,DELIVERY_ATTEMPT,2026-07-13T21:08:11.696640,ATL-HUB-01,2026-07-13,3.0,SUCCESS,,,,,,,
71da2cac-17d5-4856-9440-4e7ce4530c28,SHP-01066327,DELIVERY_ATTEMPT,2026-07-14T22:49:08.252856,VAN-HUB-01,2026-07-14,2.0,FAILED_NO_ONE_HOME,,,,,,,
26097d28-8f88-465a-9ecc-ef3f3ee20149,SHP-01066327,DELIVERY_ATTEMPT,2026-07-16T03:59:07.681004,VAN-HUB-01,2026-07-16,3.0,SUCCESS,,,,,,,
0541a8f1-70ca-4a6b-8383-98f2d24ea79b,SHP-01066328,DELIVERY_ATTEMPT,2026-07-13T20:10:08.223712,MTL-HUB-01,2026-07-13,1.0,FAILED_NO_ACCESS,,,,,,,
ef1054ee-000b-4560-b045-83b2d25fb5dc,SHP-01066329,DELIVERY_ATTEMPT,2026-07-14T02:51:59.917657,GTA-HUB-01,2026-07-14,1.0,SUCCESS,,,,,,,
9d588703-eb33-4204-b10b-0f498b4efd48,SHP-01066330,DELIVERY_ATTEMPT,2026-07-14T01:17:44.354228,EDM-HUB-01,2026-07-14,1.0,FAILED_NO_ONE_HOME,,,,,,,
022704e2-53f9-4843-98c6-f61876a6c6b8,SHP-01066330,DELIVERY_ATTEMPT,2026-07-15T05:07:55.079680,EDM-HUB-01,2026-07-15,2.0,SUCCESS,,,,,,,
0a3334d8-8d5f-4bc9-b769-f9683a6727c0,SHP-01066331,DELIVERY_ATTEMPT,2026-07-14T02:07:26.276958,GTA-HUB-03,2026-07-14,1.0,FAILED_NO_ACCESS,,,,,,,
127c927d-20f6-44f0-be20-c0b052d7aebe,SHP-01066332,DELIVERY_ATTEMPT,2026-07-13T22:48:36.873163,ATL-HUB-01,2026-07-13,1.0,SUCCESS,,,,,,,
c621fc2c-5935-49ef-beb6-f2f02bca6142,SHP-01066333,DELIVERY_ATTEMPT,2026-07-14T01:55:31.693051,VAN-HUB-02,2026-07-14,1.0,SUCCESS,,,,,,,
a96bc550-17cd-4a76-8743-25db83f87086,SHP-01066334,DELIVERY_ATTEMPT,2026-07-14T03:51:19.869073,CAL-HUB-01,2026-07-14,1.0,SUCCESS,,,,,,,
